lat,lon,Name,type,comparison
47.3865664,8.5165256,Tonhalle Maag,TOURIST_THEATRE,2.0
47.3869001,8.517045300000001,Maag MusicHall,TOURIST_THEATRE,2.0
47.3865335,8.516322500000001,Billettkasse der Tonhalle-Gesellschaft Zürich,SHOP_KIOSK,2.23606797749979
47.3863719,8.516976099999999,LY'S Asia Take-Away Maag-Areal,FOOD_FASTFOOD,2.449489742783178
47.3867624,8.515851800000002,Velocity,SPORT_LEISURECENTER,3.0
47.3863155,8.516726400000001,LY'S Asia Maag-Areal,FOOD_RESTAURANT,3.741657386773941
47.3873727,8.5161725,Living Sculptures,SHOP_DEPARTMENTSTORE,5.385164807134505
47.386283899999995,8.5174558,Hotel Rivington & Sons,FOOD_BAR,5.656854249492381
47.3863467,8.5176851,Coop Pronto Prime Tower,SHOP_CONVENIENCE,8.18535277187245
47.3646238,8.5313588,Sprüngli Enge,SHOP_DEPARTMENTSTORE,8.94427190999916
47.3516748,7.9074917000000005,Press & Books,SHOP_BOOK,9.055385138137416
47.3640971,8.5314535,Bahnhof Enge,TRANSPORT_TRAMSTOP,9.110433579144301
47.364380499999996,8.531431900000001,Bahnhof Enge,TRANSPORT_TRAMSTOP,9.110433579144301
47.3640979,8.531329800000002,Bahnhof Enge,TRANSPORT_TRAMSTOP,9.110433579144301
47.3641833,8.5307605,Zürich Enge,TRANSPORT_STATION,9.16515138991168
47.3639799,8.5307314,Zürich Enge,TRANSPORT_STATION,9.219544457292887
47.363966299999994,8.530675500000001,Zürich Enge,TRANSPORT_STATION,9.219544457292887
47.5658694,9.377834,Franz,SHOP_GIFT,9.38083151964686
47.5658258,9.3781612,Crédit Suisse,MONEY_EXCHANGE,9.38083151964686
49.6449804,9.219612099999999,Nibelungen Apotheke,HEALTH_PHARMACY,9.38083151964686
47.5658034,9.378301800000001,Baettig,SHOP_HAIRDRESSER,9.38083151964686
47.3640724,8.5309446,Migros Bahnhof Enge,SHOP_SUPERMARKET,9.433981132056603
47.36421110000001,8.5309477,Jung,SHOP_BAKERY,9.433981132056603
47.5659765,9.3773698,Brockenstube,SHOP_CONVENIENCE,9.433981132056603
47.5655287,9.3792916,Romanshorn,TRANSPORT_STATION,9.433981132056603
47.3642597,8.5310381,Bahnhof Enge,TRANSPORT_STATION,9.486832980505136
47.3644231,8.5311099,Maronistand,FOOD_FASTFOOD,9.486832980505136
47.3516312,7.9076188,k Kiosk,SHOP_KIOSK,9.486832980505136
47.56557,9.377826400000002,Bahnhof Apotheke,HEALTH_PHARMACY,9.591663046625438
47.3514192,7.9085265,migrolino,SHOP_SUPERMARKET,9.643650760992957
47.351315899999996,7.9085299,Restaurant Bahnhof (Gleis 13),FOOD_RESTAURANT,9.643650760992957
47.35151010000001,7.9085348,migrolino take away,FOOD_FASTFOOD,9.69535971483266
47.351528,7.9085542,Bio-Land,SHOP_SUPERMARKET,9.69535971483266
47.3511089,7.9083767000000025,La Carbonara,FOOD_RESTAURANT,9.69535971483266
47.35146829999999,7.9085161999999976,Bio-Land,FOOD_RESTAURANT,9.69535971483266
50.069806899999996,8.487169699999999,Heimtextilien Annegret Hillebrand,SHOP_CLOTHES,9.69535971483266
52.071646799999996,4.3245352,Rijswijkseplein - Station HS,TRANSPORT_TRAMSTOP,9.746794344808963
49.4601875,8.1708007,Nah und gut Stiegler,SHOP_SUPERMARKET,9.746794344808963
47.56583120000001,9.378169900000001,Credit Suisse,MONEY_BANK,9.746794344808963
50.8361049,4.3709294000000005,Couture Ida,SHOP_DEPARTMENTSTORE,9.746794344808963
47.0302974,18.015819399999998,Zsák József Vendéglője,TOURIST_MEMORIAL,9.797958971132712
47.0302256,18.015700600000002,Marble book,TOURIST_ART,9.797958971132712
47.3208458,12.796082,Dr. Göttlicher,HEALTH_DOCTORS,9.797958971132712
47.320847,12.7962056,Hansaton,SHOP_HEARINGAIDS,9.797958971132712
55.754448499999995,37.6624197,Триумф,FOOD_RESTAURANT,9.797958971132712
