latitude,longitude,altitude,geometry,comparison,type
47.3956477,8.4475082,,Point,18.9472953215,SHOP_DEPARTMENTSTORE
47.3960162,8.4470273,,Point,18.9472953215,AMENITY_POLICE
39.8933642,32.8768149,,Point,18.9472953215,SHOP_DEPARTMENTSTORE
49.1872372,16.5946129,,Point,18.9472953215,TRANSPORT_TRAMSTOP
47.7120756,13.6239834,,Point,18.973665961,HEALTH_DOCTORS
47.3970665,8.4487436,,Point,18.973665961,SHOP_SUPERMARKET
47.3970551,8.4490051,,Point,18.973665961,SHOP_SUPERMARKET
43.3886672,-1.6636555,,Point,18.973665961,FOOD_RESTAURANT
50.111679,11.4579295,,Point,18.973665961,SHOP_FLORIST
47.3961238,8.4470062,,Point,18.973665961,AMENITY_TOWNHALL
39.7178773,2.9111866,,Point,18.973665961,FOOD_RESTAURANT
47.5862966,1.3338997,,Point,18.973665961,FOOD_BAR
50.6915228,4.2033733,,Point,19,SHOP_DIY
50.6915468,4.2038706,,Point,19,SHOP_CLOTHES
50.6913955,4.2038897,,Point,19,MONEY_BANK
50.691226,4.2035359,,Point,19,SHOP_COMPUTER
50.6913071,4.2036177,,Point,19,HEALTH_PHARMACY
50.6913711,4.2036801,,Point,19,SHOP_HAIRDRESSER
50.6914992,4.203813,,Point,19,FOOD_RESTAURANT
50.6917088,4.2035906,,Point,19,SHOP_PHONE
50.8366718,4.4042996,,Point,19,FOOD_RESTAURANT
59.7425831,10.2060738,,Point,19,SHOP_CONVENIENCE
50.6916782,4.2035423,,Point,19,FOOD_RESTAURANT
50.6910591,4.2033556,,Point,19,FOOD_PUB
45.8067459,9.0879377,,Point,19,SHOP_MARKETPLACE
50.691561,4.2034029,,Point,19,SHOP_CLOTHES
50.6916345,4.2034874,,Point,19,SHOP_DEPARTMENTSTORE
58.4132465,15.6308992,,Point,19,TOURIST_MEMORIAL
50.6914837,4.2033291,,Point,19,SHOP_TOYS
48.8560201,16.0545333,,Point,19.0262975904,TOURIST_ART
52.1206852,11.6341115,,Point,19.0262975904,FOOD_RESTAURANT
48.4588524,10.2798053,,Point,19.0262975904,SHOP_MOTORCYCLE
53.5199486,8.119345,,Point,19.0262975904,AMENITY_COURT
39.7193244,2.9119183,,Point,19.0262975904,AMENITY_PUBLICBUILDING
50.663807,17.9237253,,Point,19.0262975904,ACCOMMO_HOTEL
50.6927389,4.2054185,,Point,19.0525588833,FOOD_RESTAURANT
47.3972291,8.448187,,Point,19.0525588833,FOOD_RESTAURANT
52.6322706,-1.1215936,,Point,19.0525588833,POW_ISLAMIC
52.6322472,-1.1216434,,Point,19.0525588833,POW_ISLAMIC
46.8523643,9.5291779,,Point,19.0525588833,SHOP_CLOTHES
47.3973439,8.4484058,,Point,19.0525588833,MONEY_BANK
41.8970001,12.511915,,Point,19.0787840283,FOOD_RESTAURANT
45.0439677,3.8881568,,Point,19.1049731745,LANDUSE_GRASS
50.8301087,6.9110416,,Point,19.1049731745,TOURIST_MEMORIAL
47.7106618,13.6214515,,Point,19.1049731745,SHOP_DEPARTMENTSTORE
46.8946595,8.2469643,,Point,19.1311264697,AMENITY_PUBLICBUILDING
54.135879,10.6138284,,Point,19.1311264697,SHOP_HAIRDRESSER
54.1363319,10.6147671,,Point,19.1311264697,SHOP_BAKERY
46.0669722,6.3080259,,Point,19.1311264697,FOOD_RESTAURANT
50.4588753,3.9559791,,Point,19.1311264697,FOOD_BAR
50.691571,4.2071765,,Point,19.1311264697,SHOP_SHOES
49.9629102,14.0699226,,Point,19.1311264697,FOOD_RESTAURANT
50.6936345,4.2016909,,Point,19.1311264697,AMENITY_COURT
47.616596,7.6623632,,Point,19.1311264697,FOOD_RESTAURANT
54.1362877,10.6146062,,Point,19.1311264697,SHOP_FLORIST
54.1358674,10.6141986,,Point,19.1311264697,SHOP_BOOK
48.122641,-1.216451,,Point,19.1311264697,POW_CHRISTIAN
47.7129549,13.62104,,Point,19.1311264697,SHOP_CLOTHES
51.5312089,-0.2239394,,Point,19.1311264697,POW_CHRISTIAN
50.4589199,3.9559912,,Point,19.1311264697,SHOP_HAIRDRESSER
48.9631418,10.130344,,Point,19.1572440607,SHOP_BUTCHER
46.8946173,8.2474163,,Point,19.1572440607,TRANSPORT_STATION
54.1360862,10.6141188,,Point,19.1572440607,SHOP_FLORIST
43.3900461,-1.6608036,,Point,19.1572440607,SHOP_BOOK
47.7116076,13.6235987,,Point,19.1572440607,SHOP_DEPARTMENTSTORE
47.7115299,13.6239333,,Point,19.1572440607,POI_TOWN
43.3898999,-1.6616068,,Point,19.1572440607,ACCOMMO_HOTEL
47.7118788,13.6240926,,Point,19.1572440607,LANDUSE_GRASS
47.7110199,13.6226653,,Point,19.1833260933,SHOP_CLOTHES
53.3232597,-6.2499631,,Point,19.1833260933,FOOD_RESTAURANT
49.3880734,11.3593474,,Point,19.1833260933,HEALTH_DOCTORS
39.7179235,2.9111126,,Point,19.1833260933,FOOD_FASTFOOD
47.7113459,13.6228729,,Point,19.1833260933,MONEY_BANK
43.3900216,-1.660235,,Point,19.1833260933,FOOD_FASTFOOD
47.7120217,13.6234855,,Point,19.1833260933,MONEY_BANK
54.1359016,10.6144722,,Point,19.1833260933,HEALTH_PHARMACY
49.1910998,16.592013,,Point,19.1833260933,SHOP_DEPARTMENTSTORE
46.0662541,6.308816,,Point,19.1833260933,FOOD_FASTFOOD
47.7106124,13.621797,,Point,19.1833260933,SHOP_CLOTHES
45.0424466,3.8811797,,Point,19.2093727123,FOOD_RESTAURANT
48.5857685,7.7628901,,Point,19.2093727123,MONEY_BANK
47.3964439,8.4486041,,Point,19.2353840617,SHOP_DIY
50.6909118,4.203717,,Point,19.2353840617,EDUCATION_SCHOOL
50.6063022,3.3850398,,Point,19.2353840617,FOOD_RESTAURANT
47.262298,8.8501541,,Point,19.2353840617,AMENITY_PUBLICBUILDING
47.7110773,13.621157,,Point,19.2353840617,FOOD_RESTAURANT
52.5035652,9.4608774,,Point,19.2353840617,FOOD_PUB
59.7427968,10.2058597,,Point,19.2353840617,SHOP_SUPERMARKET
50.6912273,4.205867,,Point,19.2613602843,FOOD_FASTFOOD
46.1031362,7.0750471,,Point,19.2613602843,AMENITY_LIBRARY
50.6069616,3.3851442,,Point,19.2613602843,TOURIST_MEMORIAL
47.7120809,13.6225008,,Point,19.2613602843,FOOD_CAFE
47.711331,13.6223658,,Point,19.2613602843,SHOP_CONFECTIONERY
47.4407802,11.2603902,,Point,19.2613602843,SHOP_SUPERMARKET
49.1848248,6.9024215,,Point,19.2613602843,EDUCATION_SCHOOL
47.4409299,11.2603942,,Point,19.2613602843,HEALTH_PHARMACY
47.44086,11.2603915,,Point,19.2613602843,SHOP_CLOTHES
47.7112062,13.6224812,,Point,19.2613602843,SHOP_CONVENIENCE
47.7131128,13.6210482,,Point,19.2613602843,SHOP_DEPARTMENTSTORE
47.7108645,13.6218323,,Point,19.2613602843,FOOD_CAFE
48.8972199,2.395257,,Point,19.2613602843,SHOP_DIY
47.7107776,13.6217775,,Point,19.2613602843,SHOP_CONVENIENCE
48.908816,2.247078,,Point,19.287301522,FOOD_RESTAURANT
53.5578553,13.2677297,,Point,19.287301522,FOOD_RESTAURANT
41.8971355,12.5121463,,Point,19.287301522,FOOD_CAFE
46.8946521,8.2473694,,Point,19.287301522,TOURIST_INFORMATION
50.6929061,4.20494,,Point,19.287301522,SHOP_DEPARTMENTSTORE
46.8948922,8.2468262,,Point,19.287301522,SHOP_HAIRDRESSER
53.3233007,-6.2500808,,Point,19.287301522,FOOD_PUB
50.692856,4.205065,,Point,19.287301522,FOOD_RESTAURANT
17.0750562,-96.7131866,,Point,12.2474487139,SHOP_CARREPAIR
17.0750417,-96.7130927,,Point,12.4899959968,HEALTH_PHARMACY
17.074909,-96.713319,,Point,12.4899959968,FOOD_RESTAURANT
46.8163543,-71.2139676,,Point,12.7671453348,FOOD_PUB
34.8459125,-82.402029,,Point,12.8452325787,SHOP_BICYCLE
45.5589349,-122.6460266,,Point,12.9614813968,SHOP_MUSIC
46.8163507,-71.2137589,,Point,13,FOOD_RESTAURANT
42.2827967,-83.7515731,,Point,13.0384048104,SHOP_CARREPAIR
17.0750144,-96.7128787,,Point,13.0766968306,SHOP_SUPERMARKET
45.5591975,-122.6460054,,Point,13.1148770486,SHOP_DEPARTMENTSTORE
34.1417632,-118.1484188,,Point,13.2664991614,SHOP_ALCOHOL
45.5592304,-122.644705,,Point,13.4536240471,SHOP_PET
17.0750465,-96.7128247,,Point,13.6014705087,EDUCATION_SCHOOL
45.5589309,-122.6451478,,Point,13.9283882772,FOOD_BAR
45.5592085,-122.6425732,,Point,14,SPORT_LEISURECENTER
34.1419849,-118.1482104,,Point,14.1421356237,TRANSPORT_STATION
45.5591306,-122.6449384,,Point,14.2478068488,POI_HAMLET
42.283221,-83.7511165,,Point,14.4568322948,SHOP_DEPARTMENTSTORE
44.4743114,-73.2141058,,Point,14.8323969742,HEALTH_HOSPITAL
37.7643374,-122.4144138,,Point,14.8660687473,POI_CRANE
46.8025013,-71.2239499,,Point,14.9331845231,TOURIST_MONUMENT
44.227856,-76.4797355,,Point,15,ACCOMMO_HOTEL
44.4744446,-73.214095,,Point,15,SHOP_HAIRDRESSER
44.4749797,-73.2106321,,Point,15.1327459504,HEALTH_HOSPITAL
49.2599606,-123.1013159,,Point,15.1657508881,SHOP_DEPARTMENTSTORE
44.4760482,-73.2162411,,Point,15.3622914957,ACCOMMO_HOTEL
46.8026017,-71.223696,,Point,15.5563491861,POW_CHRISTIAN
46.8019446,-71.2237383,,Point,15.5563491861,TOURIST_MONUMENT
46.8015589,-71.2253759,,Point,15.5563491861,ACCOMMO_HOTEL
46.8028165,-71.2222683,,Point,15.6204993518,ACCOMMO_HOTEL
46.802821,-71.2230692,,Point,15.7162336455,ACCOMMO_HOTEL
45.5592464,-122.6442128,,Point,15.7797338381,SHOP_DEPARTMENTSTORE
37.787133,-122.4314635,,Point,16,SHOP_VENDINGMASCHINE
49.2636406,-123.120416,,Point,16.0623784042,ACCOMMO_HOTEL
45.5154979,-122.6277655,,Point,16.0934769394,POW_CHRISTIAN
34.8465692,-82.4026072,,Point,16.1245154966,FOOD_RESTAURANT
43.645883,-79.4097607,,Point,16.2172747402,SHOP_DEPARTMENTSTORE
39.1131735,-84.5175345,,Point,16.2788205961,SHOP_SHOES
45.5589258,-122.6440251,,Point,16.2788205961,FOOD_FASTFOOD
45.55923,-122.6440296,,Point,16.3095064303,FOOD_RESTAURANT
45.5592303,-122.6441227,,Point,16.3095064303,FOOD_ICECREAM
45.5589262,-122.6441221,,Point,16.3095064303,FOOD_RESTAURANT
17.0727473,-96.7134448,,Point,16.4316767252,SHOP_CONVENIENCE
38.9154714,-77.0460216,,Point,16.4620776332,SPORT_GYMNASIUM
37.7717188,-122.4227275,,Point,16.4620776332,SHOP_CONVENIENCE
39.9490091,-75.1745758,,Point,16.4924225025,POW_CHRISTIAN
43.6459732,-79.4096417,,Point,16.4924225025,FOOD_ICECREAM
43.6458408,-79.4101483,,Point,16.4924225025,FOOD_FASTFOOD
37.7866375,-122.4298727,,Point,16.5227116419,SHOP_GREENGROCER
37.7866101,-122.430236,,Point,16.5227116419,ACCOMMO_HOTEL
43.6461662,-79.4097642,,Point,16.5529453572,FOOD_CAFE
46.8757259,-96.7900371,,Point,16.5529453572,SHOP_BICYCLE
37.7860383,-122.4300391,,Point,16.5529453572,FOOD_RESTAURANT
48.4261538,-123.3712459,,Point,16.6733320005,TRANSPORT_TERMINAL
49.2631186,-123.1180776,,Point,16.6733320005,SHOP_BOOK
49.2630977,-123.1196495,,Point,16.7032930885,SHOP_PHONE
37.7717988,-122.4227275,,Point,16.7032930885,SHOP_DEPARTMENTSTORE
49.260646,-123.117268,,Point,16.7032930885,SHOP_SUPERMARKET
43.6460866,-79.4100588,,Point,16.7332005307,SHOP_JEWELRY
43.6458229,-79.4100064,,Point,16.7332005307,FOOD_CAFE
49.260893,-123.116959,,Point,16.7928556237,SHOP_ALCOHOL
43.6460488,-79.4102452,,Point,16.8226038413,SHOP_SHOES
49.2634372,-123.1194188,,Point,16.8819430161,FOOD_FASTFOOD
49.2634251,-123.1189741,,Point,16.8819430161,SHOP_DEPARTMENTSTORE
45.5118176,-122.6207285,,Point,16.8819430161,SHOP_SUPERMARKET
43.6460825,-79.410113,,Point,16.9410743461,SHOP_CLOTHES
39.1132544,-84.5164234,,Point,16.9410743461,POW_CHRISTIAN
39.9486275,-75.1740159,,Point,16.9705627485,FOOD_RESTAURANT
37.785837,-122.429982,,Point,17,FOOD_RESTAURANT
46.8041135,-71.2198509,,Point,17.0880074906,ACCOMMO_HOTEL
17.0596088,-96.7187709,,Point,17.1172427686,SHOP_DEPARTMENTSTORE
40.7499248,-73.9991401,,Point,17.2046505341,SHOP_SUPERMARKET
37.78564,-122.4302214,,Point,17.2046505341,FOOD_BAR
42.4602614,-83.1398029,,Point,17.2626765016,SHOP_LAUNDRETTE
42.4602826,-83.1398797,,Point,17.2626765016,SHOP_HAIRDRESSER
38.9127851,-77.0401462,,Point,17.3205080757,POI_EMBASSY
19.4109842,-99.1681606,,Point,17.378147197,SHOP_DEPARTMENTSTORE
37.7856066,-122.4304623,,Point,17.378147197,FOOD_RESTAURANT
39.1131693,-84.5178698,,Point,17.4642491966,FOOD_RESTAURANT
19.4107597,-99.1681624,,Point,17.5214154679,FOOD_RESTAURANT
49.2867853,-123.1378485,,Point,17.5783958312,EDUCATION_SCHOOL
42.4607244,-83.1370401,,Point,17.5783958312,SHOP_DEPARTMENTSTORE
43.6468662,-79.4099943,,Point,17.5783958312,POW_CHRISTIAN
42.4607119,-83.1371391,,Point,17.5783958312,FOOD_RESTAURANT
49.2870402,-123.1382769,,Point,17.6351920885,EDUCATION_SCHOOL
38.913333,-77.0394569,,Point,17.6635217327,ACCOMMO_HOTEL
17.059597,-96.7187154,,Point,17.691806013,SHOP_DEPARTMENTSTORE
19.4115494,-99.1662347,,Point,17.7482393493,SHOP_DEPARTMENTSTORE
19.4118426,-99.1676685,,Point,17.8605710995,FOOD_RESTAURANT
39.9482833,-75.1744332,,Point,17.8605710995,FOOD_RESTAURANT
45.5372573,-73.6021744,,Point,17.8605710995,SHOP_CONVENIENCE
39.9508443,-75.1754925,,Point,17.9164728672,SHOP_PET
37.7849537,-122.4321716,,Point,17.9443584449,FOOD_BAR
34.0843661,-118.3853217,,Point,18.0554700853,FOOD_BAR
39.9485669,-75.157268,,Point,18.0554700853,FOOD_RESTAURANT
34.0843389,-118.3853879,,Point,18.0554700853,HEALTH_PHARMACY
49.2604633,-123.1367221,,Point,18.08314132,POW_CHRISTIAN
19.4116535,-99.1677287,,Point,18.08314132,FOOD_CAFE
20.9673985,-89.6259725,,Point,18.1383571472,SHOP_CONVENIENCE
45.5368178,-73.6022245,,Point,18.1659021246,SHOP_ALCOHOL
43.5453253,-96.7265971,,Point,18.1934053987,SHOP_MOTORCYCLE
19.4108215,-99.1677064,,Point,18.1934053987,SHOP_CONVENIENCE
19.4111836,-99.1679477,,Point,18.2208671583,SHOP_DEPARTMENTSTORE
19.4162719,-99.1690517,,Point,18.2208671583,FOOD_RESTAURANT
37.7850911,-122.4313041,,Point,18.2482875909,SHOP_SUPERMARKET
19.4118463,-99.1674048,,Point,18.2482875909,FOOD_RESTAURANT
34.8535085,-82.3956844,,Point,18.2756668825,FOOD_RESTAURANT
45.5116191,-73.577475,,Point,18.2756668825,LANDUSE_GRASS
45.5376837,-73.6017359,,Point,18.3030052177,FOOD_BAR
19.416269,-99.169187,,Point,18.3030052177,FOOD_BAR
45.5378025,-73.6016636,,Point,18.3030052177,SHOP_BAKERY
40.2676924,-76.8871994,,Point,18.3303027798,SHOP_HAIRDRESSER
40.2675613,-76.8876844,,Point,18.3303027798,FOOD_RESTAURANT
40.2676239,-76.8877181,,Point,18.3303027798,SHOP_CLOTHES
43.5453752,-96.7265989,,Point,18.3575597507,SHOP_CLOTHES
43.5454396,-96.7266027,,Point,18.3847763109,FOOD_BAR
43.5455003,-96.7266032,,Point,18.3847763109,FOOD_RESTAURANT
19.4107083,-99.1671733,,Point,18.4119526395,HEALTH_PHARMACY
19.4115972,-99.1660988,,Point,18.4119526395,FOOD_FASTFOOD
45.5364998,-73.602548,,Point,18.4390889146,SHOP_BAKERY
34.0447385,-118.2584771,,Point,18.4390889146,ACCOMMO_HOTEL
40.7442421,-73.9235051,,Point,18.4390889146,SHOP_BUTCHER
17.0614971,-96.7173978,,Point,18.4661853126,SHOP_DEPARTMENTSTORE
19.4486447,-99.1535845,,Point,18.4661853126,SHOP_CAR
43.5457086,-96.7266018,,Point,18.5202591775,SHOP_CLOTHES
39.1098417,-84.5185149,,Point,18.574175621,TRANSPORT_TRAMSTOP
45.5370244,-73.6020632,,Point,18.574175621,SHOP_BICYCLE
40.267877,-76.8873525,,Point,18.574175621,FOOD_RESTAURANT
48.4221345,-123.3607072,,Point,18.574175621,LANDUSE_GRASS
19.447331,-99.1534997,,Point,18.6010752377,SHOP_SUPERMARKET
19.4155756,-99.1695627,,Point,18.7082869339,FOOD_RESTAURANT
48.4218862,-123.3638609,,Point,18.7082869339,LANDUSE_GRASS
40.7442259,-73.9233847,,Point,18.7082869339,SHOP_CONVENIENCE
38.911922,-77.048589,,Point,18.8148877222,POI_EMBASSY
19.447602,-99.1532966,,Point,18.8414436814,ACCOMMO_HOTEL
38.9165229,-77.0452084,,Point,18.8679622641,ACCOMMO_HOTEL
19.4098492,-99.1688982,,Point,18.9208879284,LANDUSE_GRASS
42.4631557,-83.1358171,,Point,18.9472953215,SHOP_CONFECTIONERY
42.4630978,-83.135774,,Point,18.9472953215,FOOD_RESTAURANT
19.2875671,-99.6621317,,Point,18.973665961,SHOP_SUPERMARKET
32.7155944,-117.1569278,,Point,18.973665961,POW_UNKOWN
19.410272,-99.1667154,,Point,19,SHOP_CLOTHES
40.7442007,-73.9230967,,Point,19.0525588833,FOOD_RESTAURANT
38.9164565,-77.0448983,,Point,19.1311264697,ACCOMMO_HOTEL
40.7625588,-73.9263449,,Point,19.1572440607,SHOP_SUPERMARKET
40.2632194,-76.8834642,,Point,19.1572440607,TOURIST_MONUMENT
40.7443134,-73.9240167,,Point,19.1833260933,FOOD_RESTAURANT
40.2629537,-76.8845796,,Point,19.1833260933,POW_CHRISTIAN
40.7155326,-73.9434328,,Point,19.2353840617,EDUCATION_SCHOOL
20.5924148,-100.3888652,,Point,19.2353840617,SHOP_HAIRDRESSER
40.2669775,-76.8868644,,Point,19.287301522,SHOP_HAIRDRESSER
37.7858321,-122.4287697,,Point,19.3390796058,FOOD_RESTAURANT
19.4155227,-99.1690322,,Point,19.4164878389,SHOP_DEPARTMENTSTORE
40.762484,-73.926221,,Point,19.4935886896,FOOD_RESTAURANT
20.5906285,-100.3887274,,Point,19.5192212959,POW_CHRISTIAN
19.4190448,-99.1678789,,Point,19.5703857908,MONEY_BANK
43.5461734,-96.7291685,,Point,19.6214168703,TOURIST_NIGHTCLUB
21.0195381,-101.2592327,,Point,19.6468827044,SHOP_CONVENIENCE
21.0185954,-101.2595446,,Point,19.6723155729,SHOP_CLOTHES
40.7621666,-73.9254791,,Point,19.7230829233,FOOD_RESTAURANT
19.4177974,-99.1685704,,Point,19.7230829233,MONEY_BANK
40.74406,-73.923508,,Point,19.7230829233,FOOD_FASTFOOD
40.7622385,-73.9254304,,Point,19.7230829233,SHOP_BAKERY
40.7440544,-73.9224422,,Point,19.7484176581,FOOD_RESTAURANT
40.7624689,-73.925272,,Point,19.7737199333,SHOP_CONVENIENCE
40.4286982,-79.9764679,,Point,19.7737199333,SHOP_KIOSK
40.4283708,-79.9765349,,Point,19.7737199333,SHOP_DEPARTMENTSTORE
40.4283763,-79.9766352,,Point,19.7737199333,FOOD_FASTFOOD
38.9053977,-77.056874,,Point,19.7989898732,FOOD_RESTAURANT
40.4287601,-79.9770424,,Point,19.7989898732,SHOP_HAIRDRESSER
40.4288342,-79.9771569,,Point,19.7989898732,TOURIST_NIGHTCLUB
40.7623605,-73.9258529,,Point,19.8997487421,FOOD_CAFE
43.2603525,-79.8738059,,Point,19.8997487421,FOOD_RESTAURANT
40.7623833,-73.9259835,,Point,19.9248588452,FOOD_FASTFOOD
34.041511,-118.2547151,,Point,19.9499373433,SHOP_SHOES
40.7622318,-73.9256493,,Point,19.9749843554,FOOD_RESTAURANT
48.4222787,-123.3619764,,Point,19.9749843554,AMENITY_COURT
40.2614628,-76.8844053,,Point,20,FOOD_RESTAURANT
34.0449104,-118.2586047,,Point,20.0249843945,FOOD_RESTAURANT
40.4287688,-79.9768798,,Point,20.0499376558,FOOD_RESTAURANT
40.4287293,-79.9768025,,Point,20.0499376558,FOOD_BAR
40.4282932,-79.9768055,,Point,20.0499376558,FOOD_RESTAURANT
40.7451735,-73.92194,,Point,20.0748598999,SHOP_BUTCHER
40.7423455,-73.9541534,,Point,20.0997512422,LANDUSE_GRASS
38.9516857,-92.3263121,,Point,20.0997512422,FOOD_RESTAURANT
40.7423274,-73.9541175,,Point,20.0997512422,SHOP_BICYCLE
40.7425569,-73.953817,,Point,20.0997512422,FOOD_RESTAURANT
19.3940435,-99.1761699,,Point,20.1246117975,SHOP_MUSIC
19.4182849,-99.167603,,Point,20.1246117975,MONEY_BANK
38.9517577,-92.3261457,,Point,20.1742410018,SHOP_PHONE
38.9516566,-92.3260076,,Point,20.1742410018,SHOP_BAKERY
38.9516536,-92.3260792,,Point,20.1742410018,FOOD_BAR
38.951656,-92.3258758,,Point,20.1742410018,FOOD_FASTFOOD
41.7726477,-88.1456163,,Point,20.1990098767,SHOP_BOOK
21.0188363,-101.2595444,,Point,20.1990098767,MONEY_BANK
40.7624071,-73.925431,,Point,20.2237484162,FOOD_BAR
38.9961275,-77.0301716,,Point,20.2237484162,FOOD_RESTAURANT
21.0185738,-101.259605,,Point,20.2237484162,ACCOMMO_HOTEL
40.7427545,-73.9518864,,Point,20.2484567313,FOOD_RESTAURANT
19.3912995,-99.1770549,,Point,20.2484567313,FOOD_CAFE
40.761971,-73.9247951,,Point,20.2484567313,FOOD_CAFE
40.761957,-73.924953,,Point,20.2484567313,MONEY_BANK
40.7440483,-73.9236513,,Point,20.2731349327,FOOD_RESTAURANT
40.7622254,-73.9255323,,Point,20.2731349327,FOOD_RESTAURANT
39.3323942,-76.635635,,Point,20.2977831302,SHOP_TOBACCO
49.2767054,-123.1120068,,Point,20.2977831302,SPORT_FOOTBALL
49.1710207,-123.139394,,Point,20.3469899494,FOOD_RESTAURANT
40.7427177,-73.9541132,,Point,20.3960780544,TRANSPORT_SUBWAY
40.7624754,-73.9267438,,Point,20.4450483003,SHOP_SUPERMARKET
38.9516919,-92.3266359,,Point,20.4450483003,TOURIST_NIGHTCLUB
38.9524506,-92.3277866,,Point,20.4694894905,FOOD_RESTAURANT
40.742966,-73.952148,,Point,20.4694894905,SHOP_LAUNDRETTE
38.9516857,-92.3267076,,Point,20.4694894905,FOOD_RESTAURANT
38.9524384,-92.3279859,,Point,20.4694894905,SHOP_CONFECTIONERY
19.3935415,-99.1761612,,Point,20.4694894905,FOOD_RESTAURANT
43.2602275,-79.8736771,,Point,20.4939015319,FOOD_FASTFOOD
40.7451274,-73.9213371,,Point,20.4939015319,SHOP_ALCOHOL
40.7449648,-73.9213586,,Point,20.5182845287,FOOD_RESTAURANT
40.761977,-73.925001,,Point,20.6155281281,MONEY_BANK
19.4156395,-99.1731038,,Point,20.6397674406,AMENITY_POSTOFFICE
48.7521432,-122.4745698,,Point,20.6397674406,SHOP_SUPERMARKET
40.743943,-73.9228755,,Point,20.6397674406,FOOD_RESTAURANT
40.7451888,-73.9198546,,Point,20.6639783198,SHOP_SUPERMARKET
19.3911773,-99.1769821,,Point,20.6639783198,FOOD_RESTAURANT
40.744081,-73.924048,,Point,20.6881608656,FOOD_RESTAURANT
20.6317379,-87.074958,,Point,20.6881608656,FOOD_FASTFOOD
40.744115,-73.924037,,Point,20.6881608656,FOOD_CAFE
40.7489704,-73.8905808,,Point,20.6881608656,SHOP_DEPARTMENTSTORE
39.9537177,-75.1582743,,Point,20.7364413533,SHOP_VENDINGMASCHINE
20.5963191,-100.3918259,,Point,20.7364413533,FOOD_BAR
40.7619505,-73.9256567,,Point,20.7364413533,FOOD_RESTAURANT
39.953261,-75.1581206,,Point,20.7364413533,ACCOMMO_HOTEL
40.742767,-73.9525929,,Point,20.7364413533,SHOP_CONVENIENCE
21.018745,-101.2595969,,Point,20.760539492,HEALTH_PHARMACY
21.0187537,-101.2596229,,Point,20.760539492,FOOD_FASTFOOD
40.7615539,-73.9261106,,Point,20.7846096908,HEALTH_PHARMACY
39.1131973,-84.5134502,,Point,20.7846096908,POI_HAMLET
38.9051257,-77.056887,,Point,20.7846096908,SHOP_BICYCLE
40.7428052,-73.9539165,,Point,20.7846096908,FOOD_RESTAURANT
40.7438673,-73.9217442,,Point,20.832666656,TOURIST_CINEMA
38.9517016,-92.3269704,,Point,20.832666656,FOOD_RESTAURANT
38.9521799,-92.327852,,Point,20.8566536146,TOURIST_THEATRE
38.9965533,-77.0280847,,Point,20.8806130178,MONEY_BANK
37.799314,-122.4223108,,Point,20.8806130178,FOOD_CAFE
19.4149838,-99.1721568,,Point,20.8806130178,FOOD_CAFE
40.7484919,-73.970413,,Point,20.8806130178,LANDUSE_GRASS
19.4095701,-99.1689975,,Point,20.8806130178,SHOP_SUPERMARKET
40.7627634,-73.9266194,,Point,20.9045449604,FOOD_RESTAURANT
43.0351729,-87.9027463,,Point,20.9045449604,HEALTH_HOSPITAL
19.3946523,-99.1759263,,Point,20.9523268398,ACCOMMO_HOTEL
38.9951251,-77.0302077,,Point,20.9523268398,FOOD_FASTFOOD
45.5235175,-73.555237,,Point,20.9523268398,POW_CHRISTIAN
40.2639763,-76.8859666,,Point,20.9761769634,POW_CHRISTIAN
37.7994858,-122.4226273,,Point,20.9761769634,SHOP_LAUNDRETTE
40.7427077,-73.9528815,,Point,20.9761769634,MONEY_BANK
40.263699,-76.8863099,,Point,20.9761769634,EDUCATION_SCHOOL
19.3948769,-99.1740961,,Point,21.0237960416,FOOD_CAFE
40.8027944,-73.9689522,,Point,21.0237960416,TOURIST_ATTRACTION
40.7489793,-73.8904909,,Point,21.0475651798,FOOD_FASTFOOD
40.748982,-73.8904638,,Point,21.0475651798,SHOP_CONVENIENCE
19.3948795,-99.1752402,,Point,21.0475651798,SHOP_COMPUTER
40.8028568,-73.9688249,,Point,21.0713075057,TOURIST_MUSEUM
40.7492216,-73.8904716,,Point,21.0713075057,SHOP_SUPERMARKET
20.6199083,-105.2321381,,Point,21.0950231097,FOOD_RESTAURANT
45.5223078,-73.602884,,Point,21.1187120819,FOOD_RESTAURANT
40.7438616,-73.9243851,,Point,21.1187120819,TRANSPORT_SUBWAY
40.7498774,-73.8842113,,Point,21.1187120819,HEALTH_PHARMACY
40.7432387,-73.9534863,,Point,21.1660104885,POW_CHRISTIAN
40.7489734,-73.8905394,,Point,21.1660104885,SHOP_HIFI
40.2641862,-76.8853134,,Point,21.1660104885,FOOD_RESTAURANT
19.3954184,-99.1753904,,Point,21.1896201004,SHOP_SUPERMARKET
19.3935097,-99.1758998,,Point,21.1896201004,SHOP_CONVENIENCE
38.996234,-77.0276493,,Point,21.2132034356,FOOD_RESTAURANT
40.7748551,-73.9773499,,Point,21.2132034356,POW_JEWISH
40.743797,-73.924436,,Point,21.2367605816,TRANSPORT_SUBWAY
40.7438431,-73.9244296,,Point,21.2367605816,TRANSPORT_SUBWAY
19.3954569,-99.1755647,,Point,21.2367605816,MONEY_BANK
40.7435667,-73.9247167,,Point,21.2367605816,SHOP_BAKERY
40.7439838,-73.9231224,,Point,21.2367605816,MONEY_BANK
